9999	0.000090702
9999	0.000069678
9998	0.000084504
9998	0.000069678
9997	0.000145664
9997	0.000069678
9996	0.000085185
9996	0.000069678
9995	0.000083941
9995	0.000069678
9994	0.000077752
9994	0.000069678
9993	0.000077748
9993	0.000069678
9992	0.000083357
9992	0.000069678
9991	0.000083403
9991	0.000069678
9990	0.000081738
9990	0.000069678
999	0.000077743
999	0.000069678
9989	0.000083431
9989	0.000069678
9988	0.000083360
9988	0.000069678
9987	0.000090112
9987	0.000069678
9986	0.000088916
9986	0.000069678
9985	0.000083966
9985	0.000069678
9984	0.000083368
9984	0.000069678
9983	0.000085004
9983	0.000069678
9982	0.000081799
9982	0.000069678
9981	0.000080681
9981	0.000069678
9980	0.000080676
9980	0.000069678
998	0.000104299
998	0.000069678
9979	0.000080715
9979	0.000069678
9978	0.000083300
9978	0.000069678
9977	0.000083328
9977	0.000069678
9976	0.000083351
9976	0.000069678
9975	0.000084954
9975	0.000069678
9974	0.000088893
9974	0.000069678
9973	0.000155937
9973	0.000069678
9972	0.000096356
9972	0.000069678
9971	0.000084539
9971	0.000069678
9970	0.000088901
9970	0.000069678
997	0.000077787
997	0.000069678
9969	0.000084573
9969	0.000069678
9968	0.000084517
9968	0.000069678
9967	0.000083330
9967	0.000069678
9966	0.000083318
9966	0.000069678
9965	0.000083327
9965	0.000069678
9964	0.000084546
9964	0.000069678
9963	0.000083359
9963	0.000069678
9962	0.000083304
9962	0.000069678
9961	0.000085530
9961	0.000069678
9960	0.000085520
9960	0.000069678
996	0.000102360
996	0.000069678
9959	0.000084587
9959	0.000069678
9958	0.000084522
9958	0.000069678
9957	0.000090145
9957	0.000069678
9956	0.000091325
9956	0.000069678
9955	0.000090584
9955	0.000069678
9954	0.000083959
9954	0.000069678
9953	0.000084586
9953	0.000069678
9952	0.000084561
9952	0.000069678
9951	0.000091341
9951	0.000069678
9950	0.000088081
9950	0.000069678
995	0.000077770
995	0.000069678
9949	0.000093603
9949	0.000069678
9948	0.000083336
9948	0.000069678
9947	0.000090031
9947	0.000069678
9946	0.000090080
9946	0.000069678
9945	0.000084415
9945	0.000069678
9944	0.000077754
9944	0.000069678
9943	0.000077759
9943	0.000069678
9942	0.000083978
9942	0.000069678
9941	0.000077746
9941	0.000069678
9940	0.000085150
9940	0.000069678
994	0.000077763
994	0.000069678
9939	0.000083315
9939	0.000069678
9938	0.000084707
9938	0.000069678
9937	0.000084689
9937	0.000069678
9936	0.000084712
9936	0.000069678
9935	0.000090273
9935	0.000069678
9934	0.000083362
9934	0.000069678
9933	0.000085621
9933	0.000069678
9932	0.000085640
9932	0.000069678
9931	0.000085379
9931	0.000069678
9930	0.000083374
9930	0.000069678
993	0.000207475
993	0.000069678
9929	0.000083314
9929	0.000069678
9928	0.000084729
9928	0.000069678
9927	0.000145291
9927	0.000069678
9926	0.000086253
9926	0.000069678
9925	0.000086200
9925	0.000069678
9924	0.000093293
9924	0.000069678
9923	0.000091421
9923	0.000069678
9922	0.000084607
9922	0.000069678
9921	0.000084618
9921	0.000069678
9920	0.000084575
9920	0.000069678
992	0.000089574
992	0.000069678
9919	0.000084595
9919	0.000069678
9918	0.000133481
9918	0.000069678
9917	0.000083338
9917	0.000069678
9916	0.000091304
9916	0.000069678
9915	0.000083321
9915	0.000069678
9914	0.000084623
9914	0.000069678
9913	0.000084612
9913	0.000069678
9912	0.000083342
9912	0.000069678
9911	0.000091403
9911	0.000069678
9910	0.000083323
9910	0.000069678
991	0.000079212
991	0.000069678
9909	0.000083309
9909	0.000069678
9908	0.000096993
9908	0.000069678
9907	0.000096188
9907	0.000069678
9906	0.000084429
9906	0.000069678
9905	0.000083945
9905	0.000069678
9904	0.000083332
9904	0.000069678
9903	0.000084399
9903	0.000069678
9902	0.000085131
9902	0.000069678
9901	0.000085132
9901	0.000069678
9900	0.000084630
9900	0.000069678
990	0.000077754
990	0.000069678
99	0.000227164
99	0.000069678
9899	0.000083310
9899	0.000069678
9898	0.000084658
9898	0.000069678
9897	0.000083342
9897	0.000069678
9896	0.000083337
9896	0.000069678
9895	0.000083343
9895	0.000069678
9894	0.000089304
9894	0.000069678
9893	0.000083316
9893	0.000069678
9892	0.000088892
9892	0.000069678
9891	0.000085460
9891	0.000069678
9890	0.000077759
9890	0.000069678
989	0.000171221
989	0.000069678
9889	0.000077743
9889	0.000069678
9888	0.000077762
9888	0.000069678
9887	0.000084581
